Serving HTTP on 0.0.0.0 port 8899 (http://0.0.0.0:8899/) ...
127.0.0.1 - - [22/Sep/2026 21:18:57] "GET /island/sprites/gardevoir.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:18:57] "GET /island/sprites/sylveon.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:18:57] "GET /island/sprites/onix.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/pidgeot.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/torterra.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/sobble.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/flapple.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/kyurem.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/meowscarada.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/alolan_sandslash.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/inteleon.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/drednaw.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/empoleon.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/jynx.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/kadabra.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/fuecoco.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/snorlax.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:19:07] "GET /island/sprites/togedemaru.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:19:28] "GET /island/ HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:19:30] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:19:33] "GET /island/img/1-2-026_Meowscarada.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:19:38] "GET /island/img/1-2-012_Espeon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:19:50] "GET /island/img/1-2-018_Empoleon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:20:04] "GET /island/img/1-1-028_Fuecoco.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:20:06] "GET /island/img/1-2-070_Onix.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:23:38] "GET /island/sprites/mew.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:23:38] "GET /island/sprites/espeon.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:23:38] "GET /island/sprites/gardevoir.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:23:38] "GET /island/sprites/onix.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:23:38] "GET /island/sprites/kirlia.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:23:38] "GET /island/sprites/lucario.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:23:38] "GET /island/sprites/bronzong.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /style.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /app.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/data/pokemon.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/data/enemies.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/data/pokedex.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/gardevoir.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/lucario.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/mew.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/kyurem.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/alolan_ninetales.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/sylveon.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/appletun.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/empoleon.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/flapple.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/espeon.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/torterra.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/inteleon.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/meowscarada.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/bronzong.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/drednaw.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/pidgeot.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/snorlax.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/alolan_sandslash.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/jynx.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/kirlia.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/onix.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/kadabra.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/togedemaru.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/grookey.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/fuecoco.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:29:49] "GET /island/sprites/sobble.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:30:52] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 21:30:52] "GET /** HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 21:34:49] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:34:49] "GET /app.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:34:49] "GET /style.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/data/pokemon.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/data/enemies.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/data/pokedex.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/mew.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/lucario.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/inteleon.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/sylveon.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/gardevoir.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/empoleon.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/flapple.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/drednaw.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/alolan_ninetales.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/appletun.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/kyurem.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/espeon.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/bronzong.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/kirlia.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/togedemaru.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/meowscarada.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/alolan_sandslash.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/jynx.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/fuecoco.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/pidgeot.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/snorlax.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/grookey.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/torterra.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/onix.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/sobble.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:34:50] "GET /island/sprites/kadabra.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:35:01] "GET /island/img/1-2-019_Alolan_Ninetales.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:35:12] "GET /island/img/1-2-016_Torterra.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /assets/style.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /icons/bolt-transparent.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /assets/app.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /manifest.webmanifest HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /data/pool.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /data/bosses.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /data/roster.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /data/typechart.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/data/sprites.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/data/pokedex.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/kyurem.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/alolan_ninetales.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/gardevoir.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/mew.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/lucario.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/sylveon.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/empoleon.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/espeon.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/flapple.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/torterra.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/appletun.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/inteleon.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/drednaw.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/pidgeot.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/meowscarada.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/snorlax.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/alolan_sandslash.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/bronzong.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/jynx.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/togedemaru.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/onix.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/kadabra.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/kirlia.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/grookey.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/fuecoco.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /island/sprites/sobble.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /img/R-1-3_Snorlax.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /img/1-2-010_Kyurem.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /img/1-2-015_Lucario.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /img/1-2-016_Torterra.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /img/1-2-025_Drednaw.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /img/1-2-007_Gardevoir.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /img/1-2-026_Meowscarada.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /img/1-2-018_Empoleon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /img/1-2-008_Reshiram.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /img/1-2-009_Zekrom.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /img/1-2-006_Kommo-o.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:43] "GET /img/1-2-001_Kyogre.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:44] "GET /img/1-2-003_Koraidon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:44] "GET /img/1-2-002_Groudon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:44] "GET /img/1-2-020_Tyranitar.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:44] "GET /img/1-2-021_Metagross.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:44] "GET /icons/icon-192.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:44] "GET /icons/favicon-32.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:44] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:44] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:44] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:48:44] "GET /icons/icon-512.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:49:02] "GET /img/1-2-022_Flapple.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:49:02] "GET /img/1-2-023_Appletun.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:49:02] "GET /img/2-1-017_Flygon.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:49:02] "GET /img/1-1-002_Mew.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:49:02] "GET /img/1-2-055_Vibrava.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:49:02] "GET /img/1-2-019_Alolan_Ninetales.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 21:50:05] code 404, message File not found
127.0.0.1 - - [22/Sep/2026 21:50:05] "GET /** HTTP/1.1" 404 -
127.0.0.1 - - [22/Sep/2026 22:06:29] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:06:29] "GET /assets/style.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:06:29] "GET /assets/app.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:06:29] "GET /icons/bolt-transparent.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /data/typechart.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /data/pool.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /data/roster.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /data/bosses.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /island/data/pokedex.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /island/data/sprites.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/R-1-3_Snorlax.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-015_Lucario.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-026_Meowscarada.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-016_Torterra.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-010_Kyurem.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-007_Gardevoir.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-025_Drednaw.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /island/sprites/alolan_ninetales.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /island/sprites/sylveon.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-018_Empoleon.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-003_Koraidon.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /island/sprites/lucario.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-008_Reshiram.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-006_Kommo-o.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-002_Groudon.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /island/sprites/empoleon.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /island/sprites/espeon.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /island/sprites/gardevoir.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-001_Kyogre.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /island/sprites/torterra.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /island/sprites/mew.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-009_Zekrom.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-059_Jynx.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-021_Metagross.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /island/sprites/kyurem.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /island/sprites/flapple.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /img/1-2-020_Tyranitar.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:06:30] "GET /index.html HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:06:32] "GET /island/sprites/appletun.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:32] "GET /island/sprites/inteleon.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:32] "GET /island/sprites/drednaw.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:32] "GET /island/sprites/snorlax.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:35] "GET /island/sprites/meowscarada.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:35] "GET /island/sprites/pidgeot.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:35] "GET /island/sprites/alolan_sandslash.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:37] "GET /island/sprites/bronzong.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:37] "GET /island/sprites/jynx.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:37] "GET /island/sprites/onix.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:37] "GET /island/sprites/togedemaru.png HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:37] "GET /island/sprites/kadabra.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:37] "GET /island/sprites/kirlia.gif HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:38] "GET /img/1-1-002_Mew.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:06:38] "GET /img/1-2-064_Drifblim.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:38] "GET /img/1-2-024_Alcremie.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:06:38] "GET /img/1-2-062_Alakazam.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:07:01] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:07:02] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:07:04] "GET /img/1-2-019_Alolan_Ninetales.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:07:04] "GET /img/2-2-031_Quaquaval.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:07:04] "GET /img/1-2-036_Monferno.webp HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:07:04] "GET /img/1-2-065_Mareanie.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:07:04] "GET /img/1-2-017_Infernape.webp HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:07:13] "GET /sw.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:24] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:24] "GET /assets/style.css HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:24] "GET /assets/app.js HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:24] "GET /data/pool.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:17:24] "GET /data/roster.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:17:24] "GET /data/bosses.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:17:24] "GET /data/typechart.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:17:24] "GET /island/data/pokedex.json HTTP/1.1" 304 -
127.0.0.1 - - [22/Sep/2026 22:17:24] "GET /island/data/sprites.json HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:25] "GET /island/sprites/mew.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:25] "GET /island/sprites/gardevoir.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:25] "GET /island/sprites/lucario.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:25] "GET /island/sprites/sylveon.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:25] "GET /island/sprites/empoleon.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:25] "GET /island/sprites/alolan_ninetales.png HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:25] "GET /island/sprites/espeon.gif HTTP/1.1" 200 -
127.0.0.1 - - [22/Sep/2026 22:17:25] "GET /island/sprites/torterra.gif HTTP/1.1" 200 -
